people_ID,infect_prob
7356,61.21
7162,48.69
20097,49.48
19179,60.4
18990,49
6394,61.42
6648,49.85
19540,49.29
19837,50.19
7048,48.95
19700,49.74
20070,47.81
7009,49.66
6432,48.69
19539,50.3
19105,48.9
19295,60.55
6897,49.23
6783,49.62
7113,49.61
19849,47.88
6836,49.45
7137,49.24
7443,49.8
7523,50.58
7326,59.69
19178,59.97
7458,50.01
19981,49.34
7437,48.72
19308,49.13
19768,49.96
6827,48.36
6614,47.66
19848,61.65
6978,48.66
19124,47.56
7349,59.7
6895,49.87
6496,59.83
19958,47.99
18943,47.82
7428,48.43
6702,50.98
6749,49.72
20139,48.08
19470,49.12
6696,61.77
19944,60.86
19507,49.44
6868,49.45
6953,48.09
7012,48.47
19718,61.18
6733,49.45
19290,48.85
18997,59.87
19236,49.51
6656,60.18
6882,47.4
19428,49.5
6350,48.07
7453,48.71
20100,48.7
18937,48.42
6784,48.91
20050,49.14
19091,49.09
7097,60.2
19931,47.81
19773,59.66
19736,59.42
19974,49.17
7295,49.64
6815,49.09
19755,48.93
7337,48.19
19274,48.99
6701,47.4
7053,48.78
19080,47.85
19459,48.61
6660,47.44
20143,47.89
6768,49.25
6419,60.45
7039,47.26
19643,48.25
7139,46.81
19530,48.01
6387,48.03
6925,48.53
19434,47.93
18961,59.42
19168,59.29
19850,47.93
19985,48.34
6642,47.86
6395,48.5
6790,47.83
6363,47.8
19484,59.33
19797,58.49
19038,58.25
19055,61.51
19208,48.89
19533,47.36
6486,48.75
6429,47.96
19291,47.17
19516,47.22
19917,49.86
7181,47.96
20098,48.51
19248,47.91
6814,51.25
19324,61.55
19523,49.27
19244,48.41
19642,49
7301,49.64
19559,60.12
19898,58.32
19693,48.9
19056,47.39
7245,47.91
19563,47.52
6643,47.5
6714,48.39
20104,49.06
20009,60.41
6594,50.56
19961,49.14
7319,47.83
19692,46.95
20026,47.88
7019,58.7
6408,49.41
6989,48.97
19615,49.92
6444,61.79
19029,48.54
19717,49.55
7370,48.79
7506,48.06
18919,61.89
7379,48.69
19586,50.53
6480,49.32
20078,46.6
20042,46.78
19472,47.43
7143,48.33
19033,59.31
19607,50.28
7450,62.26
18916,50.11
7467,49.55
19646,50.84
6983,49.89
19990,48.65
19455,50.57
7238,47.7
6914,62.04
6883,61.61
7042,50.23
19219,49.84
19806,61.4
19497,50.41
7068,50.14
19945,62.13
7087,61.04
19027,60.88
19825,49.72
7303,60.96
19699,50.45
19061,50
7016,49.46
19005,50.06
6677,61.09
19162,49.57
19767,50.2
19376,48.97
7497,61.69
6934,50.47
19058,49.43
19669,49.62
6928,47.84
19787,48.98
19103,49.62
18936,49.92
7430,49.32
19726,61.23
18933,61.09
19156,50.26
7480,60.79
19560,61.17
19441,59.64
19538,61.13
19872,50.18
7439,48.25
19544,49.08
6485,50.32
6333,48.42
19703,60.55
6326,49.86
19627,49.73
19220,61.43
20140,49.03
20087,60.83
7289,60.34
18932,50.05
6381,61.2
6613,50.16
19391,50.65
7367,48.87
7123,49.34
7034,50.12
7302,50.48
19126,48.57
18994,49
19906,60.97
7405,49.67
6674,48.76
20127,50.34
6964,61.3
7168,49.39
6609,61.87
6700,49.69
7192,61.7
6771,61.71
6707,50.5
7341,50.24
19996,49.19
6461,49.33
6884,48.92
6892,48.7
19345,49.2
19199,49.2
19325,48.57
6539,59.59
19077,49.68
7228,48.87
6431,49.36
19432,48.98
7414,48.83
19675,49.76
7224,50.41
6840,49.92
7444,62.16
7182,49.34
6817,48.24
19426,59.96
19281,49.07
7518,49.37
19808,48.52
19826,60.61
18995,48.96
19319,49.22
19813,49.76
6857,60.37
19668,50.4
19520,61.85
19471,48.84
19464,49.46
19794,49.21
7153,49.53
7294,49.3
6954,48.25
19888,49.23
6665,49.76
6900,49.21
19045,49.95
6377,48.11
20109,49.91
7400,50.93
7193,60.38
6872,49.43
6950,48.22
6541,60.31
6415,60.21
19645,47.83
19128,49.28
19405,48.51
19352,61.06
7492,49.91
7505,48.63
7130,48.62
6494,48.92
19358,48.84
6944,49.59
19638,48.11
19831,48.7
18921,47.96
19658,48.27
19617,48.16
18944,49.51
6407,48.94
6439,48.31
7140,49.5
19847,50.12
20130,49.6
19542,48.03
19125,60.43
19510,48.92
6809,48.91
19811,48.7
19293,49.47
7329,47.67
20153,49.55
6398,47.95
19362,47.98
19557,49.9
6565,49.13
6367,47.99
19770,61.06
6973,49.97
19803,48.05
7203,61.04
19780,48.17
19660,49.3
6869,49.09
19215,49.01
19604,48.47
7398,48.13
7353,48.44
7015,48.91
18978,48.42
20144,47.52
18975,47.61
7194,48.17
20085,48.47
19954,60.94
6715,48.85
19851,49.1
19110,49.52
7250,49.66
7013,47.13
19465,47.74
19102,60.04
18969,48.33
19431,50.3
19487,60.21
6466,59.8
19894,60.76
7172,46.99
19583,48.77
19092,48.75
6955,48.38
6940,48.62
6800,48.36
19392,59.18
6960,49.56
7502,48.59
19964,49.62
7413,49.38
7010,47.3
19702,49.87
6824,49.42
6650,49.29
7425,49.04
6547,48.56
7115,48.57
19070,48.43
7315,48.85
6567,49.39
6670,48.88
7259,60.64
18987,59.47
7189,49.08
19034,59.32
19071,48.62
7445,48.1
19030,47.63
18915,48.83
6922,48.92
7473,48.74
6746,48.24
19201,48.73
19500,48.53
6762,59.11
6693,48.43
18998,50.61
6457,47.56
19401,59.61
19313,48.35
6575,49.15
7213,48.38
19864,48.55
6728,47.62
19381,60.69
7065,47.63
19360,48.44
19623,48.14
6689,48.27
6666,60
19622,60.28
7061,49.66
6988,49.5
7093,48.4
19142,48.32
6881,47.97
19423,49.4
7325,48.43
19278,47.2
19545,47.26
20082,48.37
6946,49.18
6560,47.96
6631,47.55
19779,48.55
7357,48
20154,60.96
19285,48.77
19292,59.63
6626,48.5
6912,49.3
7338,48.7
19148,48.37
7410,49.53
19949,48.75
19747,48.89
6705,50.13
6331,48.37
6995,48.77
7371,48.38
6554,61.48
20064,49.75
6757,47.95
19665,58.91
19348,48.15
7271,59.39
7475,60.67
6329,47.99
19447,48.58
19522,48.37
19007,47.83
19578,59.39
7077,47.91
19267,48
19712,59.65
7064,48.78
18938,48.55
19337,47.56
19269,60.78
6931,59.26
19411,48.72
7219,48.01
6748,60.57
19111,49.19
6999,48.63
19561,48.23
7512,47.64
6483,48.78
6752,59.43
6807,48.52
19664,48.76
19354,49.41
7165,58.8
20000,47.94
19925,48.95
6870,48.58
6716,49.03
6633,49.48
18982,47.59
20158,48.62
7094,48.34
6956,48.97
6924,48.33
7455,47.99
7264,47.08
6663,58.87
18986,49.2
6754,48.24
7484,60.04
20071,48.93
19180,49.58
6821,48.38
7474,48.13
6373,48.14
19683,46.99
19488,48.71
19133,49.18
6948,59.86
6401,60.82
6691,48.33
19593,48.09
6598,48.8
19264,47.6
19910,48.02
18966,60.71
6562,58.68
19721,49.54
7478,48.12
19073,49.27
6510,48.66
7333,48.17
6530,48.07
19139,48.2
19063,47.97
19306,49.09
6965,59.53
7340,48.19
6447,61.64
7320,49.78
6355,48.42
19694,48.21
7272,48.31
6526,59.99
19246,58.89
20134,48.13
6740,47.1
19026,47.52
20125,46.82
19886,48.43
7246,48.69
6582,48.28
7035,48.66
19250,47.54
7435,47.76
20079,47.68
6736,59.36
6848,60.76
6961,48.14
19340,48.96
6389,48.11
6467,60.51
6851,47.71
19174,49.54
19840,47.95
19287,48.49
6982,48.36
19867,47.32
6972,48.08
18920,58.77
19052,47.73
18959,47.16
19998,62.48
7071,48.28
19388,48.5
19425,48.83
7451,48.81
19164,48.6
6717,47.85
19479,48.21
19828,47.82
7495,48.53
6600,47.03
19921,48.48
18968,49.32
7471,59.79
19883,48.48
20036,49.16
19261,59.16
19282,48.79
19407,48.52
6741,47.1
19486,46.82
19409,48.25
6521,48.13
7459,47.33
19446,48.31
20107,59.47
7362,48.5
6862,47.59
7187,47.88
19890,58.81
19279,60.88
6644,60.21
6820,47.39
20120,48.17
6711,48.79
6980,59.09
7200,60.64
19880,59.92
6344,48.75
6536,47.69
19177,48.09
6358,49.04
6908,59.02
7185,58.55
7313,48.02
6436,49.32
6553,47.82
6629,46.74
7422,47.87
6795,47.54
19810,48.05
6482,46.94
18935,58.9
19298,48.4
6323,58.5
19621,59.46
20017,59.03
6488,47.59
19419,58.82
6874,47.93
19727,48.15
7511,49.01
7493,48.11
6449,60.02
19328,48.65
6899,46.9
7424,49.5
19086,48.18
7075,47.64
19288,49.8
6913,48.01
6906,48.61
6353,59.7
6818,47.59
6638,48.37
6890,59.51
20095,58.26
19377,46.35
18951,48.81
6610,46.63
19024,59.33
7028,46.88
7005,59.25
7217,46.9
19937,46.93
7487,47.5
6662,48.93
6767,47.64
19995,47.2
19817,47.37
6942,48.25
6921,47.59
6587,47.2
7312,48.58
6588,46.77
19752,47.84
6902,58.95
19968,48.13
6739,48.54
19633,47.96
19584,47.64
19751,58.46
19181,47.08
6979,48.24
19546,46.75
18947,47.31
19253,47.41
6975,48.01
19079,49.31
7017,47.02
6958,48.27
19458,47.73
19225,46.77
19025,58.7
19331,59.48
19869,47.09
6478,59.68
19420,46.95
6971,59.59
6477,47.47
19599,47.08
19932,48.02
19489,48.31
7126,47.61
7391,59.6
6834,47.09
19144,47.05
19399,48.27
6360,48.22
19474,60.3
19448,48.34
19681,48.42
7108,47.64
19911,47.75
7082,47.42
7248,57.79
19939,48.38
6325,48.19
19714,50.14
7427,47.64
19189,58.02
6362,47.54
19118,59.57
6601,59
19887,47.33
7314,49.28
19619,47.54
6681,47.19
7163,47.12
18985,49.28
6573,59.01
6520,47.95
6976,47.07
19980,47.45
19556,49.19
6403,46.72
19481,57.64
19784,58.21
6459,47.48
6451,47.04
19238,48.13
18999,47.49
6671,47.15
7519,58.55
7469,58.27
7339,47.83
7269,47.32
6996,47.28
6464,46.93
6911,47.79
19965,58.39
19896,47.62
18930,59.73
19935,48.54
6460,59.55
7448,48.07
7465,46.51
19865,59.24
19098,59.55
6414,46.49
19685,47.17
19259,46.33
19205,60.26
18923,46.81
7212,47.13
6676,47.28
19084,46.86
19023,57.86
19047,61.29
7058,59.47
6492,46.35
19838,58.65
19687,47.05
7288,47.84
7000,47.94
7078,47.15
19477,46.68
20015,46.91
6423,47.75
6442,58.49
19722,46.5
20065,47.32
6604,48.65
6877,47.55
19036,47.86
19885,47.18
6607,47.11
6936,59.45
7373,46.69
19312,57.81
7404,46.04
20048,46.14
19550,48
19154,46.91
19468,47.78
7276,48.2
7251,58.42
19307,47.97
6781,47.5
7383,57.63
19436,47.64
18910,48.42
6364,47.43
20106,59
19519,46.08
19946,47.16
7095,47.84
19172,46.84
19719,47.15
19801,47.06
19836,46.9
6826,47.46
19462,47.98
7433,48.32
20155,58.25
7491,46.6
7091,58.06
19051,47.29
19410,47.35
6910,47.62
7086,47.24
19203,46.05
6557,46.96
20035,47.11
18939,48.05
7426,46.21
6590,46.99
19666,46.99
19649,59.04
7498,46.58
6330,59.33
19509,47.13
19581,59.68
19856,47.64
6653,60.09
19818,57.85
19314,45.7
19044,57.87
19689,58.25
19457,57.45
7297,46.43
6555,47.49
18925,47.14
19088,46.28
7142,59.92
6859,48.49
6390,46.47
19705,47.1
6947,46.38
19327,46.28
19529,46.42
19171,47.76
6548,46.19
7266,47.01
19934,59.08
7263,58.83
7376,46.22
19014,46.44
19859,46
6918,47.2
6508,58.65
7321,47.59
7282,46.43
6324,46.62
20113,47.11
6370,47.05
7031,46.5
19854,58.02
6894,47.68
19373,46.5
6469,45.86
19131,45.62
7150,58.07
6418,48.09
6909,47.49
7198,46.44
6933,57.94
7206,47.63
6655,47.59
19239,47.22
19915,47.56
7120,46.82
19211,46.32
19115,46.95
19397,46.47
6943,47.59
19157,45.89
6359,46.7
7348,47.38
6888,46.42
6838,46
19002,58.19
19158,46.98
19790,46.15
20124,45.91
19498,58.07
7043,46.1
7127,46.39
20027,58.81
6356,48.11
19610,47.73
19585,46.94
6608,46.63
19614,46.46
6501,46.29
7369,45.79
19513,46.77
7138,58
19473,45.54
7036,57.16
19994,45.23
19772,45.49
19789,46.19
19748,49.37
5002,49.32
16958,48.23
16727,48.72
5065,47.33
17361,47.15
17143,45.59
17608,46.06
4903,61.86
3967,61
4840,49.93
4578,46.09
16781,50.43
4615,59.17
4822,46.71
16991,62.87
16996,50.4
16535,48.33
17086,48.54
4420,48.98
4582,47.94
4629,47.92
17142,46.67
4223,57.31
17598,45.16
4983,46.72
4861,51.27
16636,49.26
4918,50.34
4100,47.89
4247,58.29
17311,58.08
3949,46.24
5009,52.42
4464,52.01
16576,50.06
17305,50.48
16496,50.7
4419,49.94
16950,46.36
17202,44.72
16814,52.06
3971,50.54
4373,51.07
17194,50.46
4370,50.88
17607,49.19
16854,48.86
4881,48.71
16955,46.52
17050,47.79
17148,48.16
4722,49.49
16620,47.65
16407,46.78
4438,58.28
4001,46.88
16819,45.84
4077,62.68
17566,49.92
5026,49.11
3934,47.97
4748,49.94
4181,60.42
4715,50.27
4009,62.12
4602,57.68
16694,49.44
4250,58.69
4559,48.59
16827,47.39
4711,46.71
4450,45.77
4900,45.44
17594,57.9
17179,48.17
16534,57.82
4684,44.5
17574,63.5
17407,51.2
16371,50.43
4986,49.4
17493,47.33
16746,46.92
5032,58.2
4613,58
4147,63.19
4086,47.97
16792,48.77
4477,49.27
17287,46.83
16555,46.4
16482,45.12
16892,61.95
4801,49.58
17019,49.46
17180,46.92
4328,51.08
3893,49.51
4494,58.17
3961,48.74
16352,58.59
16657,58.8
16702,44.91
4120,60.78
4189,61.36
4208,60.91
16344,50.94
4835,49.7
4960,49.29
16941,47.14
16506,49.29
4313,47.45
17227,48.19
4992,46.47
4271,48.76
4593,47.27
17332,46.15
4136,56.45
16325,47.1
16930,56.31
17571,46.15
4065,45.04
16815,45.14
16689,52.04
16350,51.47
16821,52.31
4636,48.94
16562,50.63
4732,50.99
4516,50.05
4764,50.48
4084,59.63
16546,50.5
5025,47.4
4865,48.98
17384,47.75
17416,47.98
16899,59.63
4682,60.91
16656,48.81
17349,47.74
4325,57.9
4225,46.5
16397,57.67
4945,57.63
16705,45.72
17111,45.88
4047,44.83
17096,50.95
5010,62.97
16604,61.56
4891,48.13
17099,61.36
16471,60.84
3920,61.31
16949,47.79
16379,46.18
3945,50.01
17008,46.32
17307,48.29
4689,49.29
4339,45.52
17432,57.31
16680,45.46
17397,56.64
4531,57.45
4818,52.21
16713,50.08
17585,51.06
4637,51.02
16601,61.56
4803,50.71
17588,61.42
4951,48.52
4432,50.39
16439,48.7
4337,59.61
17058,58.66
4824,49
17248,49.39
3986,47.88
4338,48.71
16929,48.8
4815,47.22
4539,48.23
16487,46.93
17291,47.93
4289,59.26
4349,45.94
3902,46.14
17219,47.33
17536,46.81
4955,45.99
17206,45.67
17553,45.86
4536,52.2
4691,50.68
17196,50.9
4848,49.66
17461,49.96
4733,60.63
17406,49.53
17031,60.62
4643,48.68
16369,62.43
4552,49.51
4873,59
17562,49.55
5007,58.64
4231,48.99
16874,49.78
4039,61.13
4090,46.4
4522,46.85
17264,57.53
4862,46.49
16568,44.59
16779,44.48
4649,51.13
4318,52.47
4282,50.01
4847,49.38
4376,50.05
4875,62.32
17185,50.96
3901,50.26
4796,48.09
16980,62.05
4968,49.86
16651,48.99
16492,57.86
16803,48.4
17529,58.54
4598,61.39
16488,45
16557,58.51
4952,45.51
16452,47.35
16759,57.06
4962,51.93
17090,50.66
5012,49.66
16967,51.95
16989,50.32
17038,50.48
16898,63.76
16540,50.31
5052,50.26
16959,50.6
16415,50.96
16742,51.54
4729,48.57
4759,48.6
5048,47.98
4299,60.39
4654,48.21
17590,48.09
16891,49.36
4913,49.32
4261,49.48
3909,61.24
3907,47.47
3991,46.37
16511,48.67
16979,58.21
4329,45.44
17544,48.45
4359,47.15
4953,46.75
4769,44.58
17604,44.16
16543,44.47
16995,51.14
17153,51
3921,61.43
4982,49.84
16812,50.74
4152,49.82
3979,61.69
5042,49.41
17087,52.72
3968,51.26
17505,63.85
4528,61.75
4219,48.62
17466,48.7
4542,47.92
16881,48.98
16638,63.2
17610,51.06
4928,52.02
16902,52.57
17319,51.28
4775,50.78
4909,47.01
17240,51.78
4961,51.53
17114,46.6
16951,51.41
17337,62.93
16435,51.49
16631,51.05
16480,51.93
16400,62.4
16360,50.8
17002,61.47
17278,51.5
17531,62.52
17068,47.23
17481,51.63
16617,52.5
17124,57.88
4919,50.54
17113,50.79
16626,62.5
17540,50.71
16772,51.68
17414,50.21
16721,63.54
4790,63.06
5046,50.32
16573,61.37
4563,52.32
4509,50.32
16468,50.89
4146,51.91
3982,50.13
16859,51.35
4660,51.38
5021,50.52
17576,50.83
4119,50.57
4175,50.68
4003,57.5
16414,51.38
4341,50.21
16905,51.02
17462,51.77
4590,51.6
3960,50.93
16528,51.1
4353,50.82
16711,49.8
16588,49.59
16453,51.84
4594,62.33
4141,50.51
4864,52.55
16429,51.03
17191,50.97
16412,51.37
4300,51.01
16717,61.69
16928,62.71
16906,51.04
16917,61.66
17497,50.47
4990,51.21
4842,50.78
4344,51.43
17465,51.44
17548,51.17
16732,50.55
16408,62.55
16709,62.43
4706,50.79
4054,50.97
3922,50.78
16960,50.01
16925,51.18
4833,51.32
17375,49.84
5003,50.43
4242,51.01
3996,52.41
4452,50.77
4871,50.84
4049,48.47
4566,51.71
4719,50.81
17524,51.16
17509,62.52
16524,61.04
17076,50.65
17032,49.31
3956,62.09
16708,49.6
4342,52.68
4546,63.38
4724,62.47
3981,50.68
16794,62.03
17475,51.6
16502,51.13
16808,49.55
17279,50.11
16605,50.41
4828,62.95
4389,51.2
4977,49.82
17017,51.23
17244,51.27
17513,51.31
16443,50.93
16948,51.98
17156,51.26
4965,49.93
5023,61.81
4051,49.79
17411,51.6
4529,50.91
16681,49.84
16346,50.62
17064,51.8
17360,50.02
16520,52.57
4893,50.52
16910,51.17
4012,62.34
16896,62.27
4167,49.03
4241,50.58
17569,61.61
4836,50.13
17378,49.62
17451,50.39
17041,49.3
5059,50.73
17499,51.59
4752,61.43
16374,50.68
17074,50.94
16425,63.86
16927,50.27
16404,61.8
3892,50.8
16747,62.19
4096,49.96
4095,50.26
17288,51.36
4205,49.02
17458,51.06
16878,50.1
4817,50.04
4123,49.16
16427,50.73
4702,62.41
4395,49.05
16953,62.2
16335,62.83
17283,52.14
4295,49.49
17426,51.23
4088,51.11
4416,50.38
4943,61.75
17174,61.95
4314,62.32
3911,50.45
4735,51.28
4574,50.02
17558,49.9
16841,50.89
16462,51.09
16501,48.81
17398,50.38
17139,51.24
17609,50.63
4060,51.91
3939,62.52
16940,51.49
4045,50.25
17284,61
16433,51.44
16670,49.15
17251,49.51
16463,50.52
16484,49.77
16669,50.86
16390,50.98
17606,49.8
4128,47.18
16345,50.67
4741,50.99
3987,50.88
4431,61.98
17108,49.58
16477,50.16
17066,51.26
16748,49.53
16619,50.58
3963,49.29
17146,50.28
4377,62.24
17494,51.47
4695,62.53
4572,61.63
17520,59.69
17154,51.82
4023,50.03
17408,48.97
4000,49.84
17425,62.13
4456,50.24
17188,63.14
4206,50.37
16870,60.58
17369,51.39
4354,50.21
16869,49.36
4117,50.3
17387,50.02
4326,48.83
4774,50.95
3894,49.98
16461,49.93
4178,50.23
16807,51.09
4275,48.11
17376,51.14
4884,61.47
16401,51.47
17231,61.18
16700,50.16
16770,49.43
16347,50.63
4180,62.82
16460,60.38
16398,50.64
17355,51.13
16470,60.7
4860,50.23
4209,59.35
16662,49.24
17403,46.09
16676,48.61
4075,51.11
4214,49.82
4449,61.19
4027,60.43
17321,49.64
16923,50.8
17329,50.36
16873,50.11
17160,59.61
4515,50.26
4699,50.42
4270,49.21
16464,50.23
4304,50.86
17578,48.72
17471,49.33
4916,61.14
17155,49.7
17296,62.07
5036,61.64
17419,62.15
17085,60.06
16805,49.56
17266,61.02
17159,60.5
17537,61.28
17512,49.91
16775,48.75
17035,61.31
17242,51.28
16458,47.71
16438,51.1
17318,50.52
16755,50.33
17106,51.35
3969,61.86
4030,61.55
17600,50.2
16693,61.3
4787,50.35
4311,51.09
17492,61.03
17404,49.32
4383,49.69
5061,49.1
17485,50.25
17080,62.64
4995,49.54
4587,50.01
4324,49.67
17575,50.3
4292,49.73
4213,62.33
4892,50.05
4160,49.3
4804,49.36
17313,49.34
4551,49.49
5008,49.23
4571,48.1
16757,48.77
16992,49.06
17256,49.02
16478,60.71
17030,60.98
17132,50.72
4417,49.75
16632,49.92
4055,50.03
16579,50.32
16424,47.95
16671,50.38
4428,62.96
17552,61.19
16529,61.27
4044,49.89
17039,49.2
16331,49.77
4050,48.92
16392,49.26
4936,60.81
17363,50.49
4874,50.29
17045,50.61
4846,47.91
17341,49.18
4526,48.56
16564,61.55
4317,49.27
4232,48.74
16434,49.2
4297,50.34
17255,50.03
17137,48.98
4984,50.49
16813,49.7
17220,49.54
16440,61.52
4244,59.54
5018,62.42
4791,49.14
16391,50.19
4277,49.74
4191,48.67
17521,50.53
16716,50.18
16840,62.57
17267,50.66
4345,50.36
4577,50.01
16515,49.22
17025,50.72
16376,62.04
5004,58.7
4397,49.78
4669,50.07
17043,47.85
16411,51.45
4418,60.8
4156,48.23
17005,48.09
4519,50.64
16558,50.19
17359,48.74
4521,48.09
16386,49.21
4717,48.01
4605,49.3
16835,61.76
17101,49.7
4610,49.88
17527,48.4
16607,49.14
4149,50.51
4700,49.37
16848,49.95
16552,50.45
4143,49.19
4210,49.8
16683,49.02
4641,50.17
16942,49.17
4352,49.34
17405,50.57
4810,60.12
16893,48.38
4028,61.47
5049,48.79
4839,50.37
3999,60.8
17561,49.16
17000,62.05
4778,50.19
5020,50.82
17308,50.37
4624,50.36
17205,50.97
16751,49.2
16495,49.61
17428,50.04
16513,49.41
17415,50.75
17495,50.7
4131,51.01
4393,61.95
4904,62.15
16965,50.01
4802,50.15
16675,50.44
4696,50.11
16852,48.76
17161,61.66
17535,50.1
4821,61.97
5043,49.65
3896,50.21
16798,49.87
16934,50.43
16858,49.25
4279,47.87
4666,60.81
4440,61.84
4755,61.63
3928,48.67
17528,50.68
4363,51.2
3910,59.59
4974,48.97
17165,61.16
16682,60.98
17618,61.45
4565,47.81
4879,60.49
17051,50
16454,49.96
4230,46.77
17055,49.68
16406,49.5
16880,51.9
4814,50.72
17514,51.46
5070,50.44
4854,50.11
16442,49.38
16963,47.63
16796,48.17
16750,49.56
16348,61.31
17042,60.57
17238,50.14
3897,48.7
17347,50.26
4979,49.86
16329,49.83
3955,49.16
17001,61.02
4115,50.8
16572,48.91
4410,50.92
4906,50.29
4129,50.06
16969,49.38
17346,48.91
4499,48.84
4294,61.85
4312,48.94
4385,48.4
16903,61.87
17184,48.54
16560,61.37
4543,61.17
17007,49.5
17078,49.23
4080,48
4276,60.68
4240,49.58
17109,48.94
16946,49.35
4880,60.13
16610,50.31
17577,50.2
16373,47.67
16393,49.74
17299,50.48
17070,60.43
17212,62.66
17293,50.01
4651,49.7
16368,61.13
16785,62.04
17048,49.4
4786,48.98
4554,49.75
17047,49.32
4644,49.71
4975,48.42
17158,49.01
5027,49.68
16585,59.16
16691,50.22
4262,48.51
16882,50.02
4252,50.55
4164,49.15
16575,48.16
16811,49.81
4773,51.36
17538,60.6
16519,63.08
4046,48.02
16431,50.36
17615,49.22
4202,60.89
17431,49.76
3906,46.78
16570,60.83
16831,61.66
16833,48.78
4246,49.17
4476,50.18
4923,48.46
17222,50.84
4672,60.91
4922,49.21
16931,49.71
4638,47.82
17532,48.12
3954,49.18
16987,61.67
17390,50.37
17011,48.02
16476,48.68
4014,49.91
4122,50.39
17262,48.49
16887,61.15
4746,50.23
4957,48.82
17250,48.35
17198,46.7
17235,60.9
16577,48.71
16761,50.29
3943,59.74
16710,47.41
4073,60.62
4896,49.18
17214,49.68
4794,49.49
4011,48.32
4215,50.28
4457,59.79
3913,50.51
16367,50.18
16327,49.31
16668,48.29
4950,59.95
4661,49.89
17486,50.68
16597,49.67
4268,50.07
16542,49.19
4153,48.56
16855,47.33
16416,48.96
4568,49.09
4302,48.19
5014,48.78
17445,49.68
4306,47.87
17013,51.54
4538,59.44
17177,49.96
17230,50.36
4142,50.43
5067,48.4
4560,60.18
16533,49.9
17147,59.42
4832,49.18
17442,47.84
17348,50.3
17021,48.99
4758,49.85
17169,49.83
4358,50.22
16990,61.49
17093,48.55
4024,48.03
16504,47.87
4192,48.11
16778,47.08
17083,48.59
5028,47.81
16385,48.66
16571,49.36
4097,47.36
17215,48.77
17277,49.72
3905,49.25
4635,60.83
16661,45.39
16659,47.62
16771,61.44
4427,49.69
4674,50.11
4031,48.12
16856,49.32
4445,59.48
17421,48.12
4576,60.8
16986,61.25
16703,61.52
17270,49.8
4145,50.54
17100,60.75
17129,60.01
17427,60.07
17103,48.66
17467,49.91
4981,47.86
4728,47.34
4620,51.44
4481,48.67
16503,48.45
4485,49.72
16795,47.83
4754,48.52
4333,49.02
4323,47.75
17125,61.29
4657,49.96
17116,61.29
4608,47.45
3926,48.36
17171,50.85
4293,46.94
16943,49.13
16834,49.64
17356,50.84
3997,50.13
4378,49.39
16447,49.15
17275,50.04
16976,48.46
16764,49.52
4007,48.26
16490,47.92
16802,47.94
16326,59.74
16361,48.64
4856,49.68
4917,48.3
17519,48.54
16641,60.08
17257,49.23
3927,50.2
4704,49.28
5073,50
16768,48.7
4799,61.77
17357,59.92
4878,48.9
16901,48.88
17434,50.74
16728,47.35
16714,50.23
16945,47.97
4901,49.64
4157,47.45
17338,61.73
4368,61.6
4258,47.52
4288,47.42
4579,48.36
4500,48.03
17081,47.87
17351,58.17
17120,50.53
4072,60.56
4813,61.42
4772,47.96
16592,50.08
17135,48.22
4723,50.39
17454,49.67
16499,48.88
4886,48
4863,49.74
4788,48.77
16731,48.68
4161,47.05
16800,48.72
4830,59.58
17168,49.25
5000,49.71
3933,60.33
4439,49.24
16649,48.63
17468,60.02
17340,47.95
16351,61.03
4076,48.61
17601,60.29
16724,60.22
17459,48.04
17234,46.19
16448,47.45
17374,48.78
16538,49.53
16999,47.07
17079,48.88
17602,60.09
16549,47.87
4708,47.91
16678,59.93
17046,60.24
16456,49.33
4448,47.72
16472,49.17
4037,59.77
17067,48.91
17342,48.79
17326,48.57
17023,49.41
17095,47.79
5015,49.28
16988,49.8
4603,48.34
4800,50.3
3912,49.82
17470,49.63
16363,48.47
4584,49.74
17564,48.47
3903,49.75
4845,59.8
17330,48.6
4573,49.57
4942,49.2
4646,60.8
16734,50.14
4174,50.11
4040,59.14
4650,49.2
17037,47.12
17057,49.39
4640,49.55
16864,48.23
16674,49.47
16704,48.29
16587,49.33
4124,48.17
17223,59.91
16868,48.93
16780,49.07
17487,60.83
4399,59.71
17464,61.41
4540,59.12
17596,50.43
4946,50.93
16569,48.08
4107,49.18
5022,45.93
16699,49.24
17181,48.95
4858,61.56
4020,61.04
5071,50.01
4138,47.45
4401,60.73
17084,50.11
4471,47.51
16914,59.18
17110,48.15
4659,49.15
4083,61.33
4386,48
4454,58.99
16330,47.43
16409,47.68
16586,58.92
16446,46.51
17263,48.17
16787,47.84
17550,51.12
4976,48.17
16741,47.03
17402,49.49
4108,60.26
16866,60.11
17118,47.57
16603,59.19
16497,50.39
4478,48.41
4994,46.49
4548,47.99
16522,47.02
17568,47.44
17203,47.26
16729,48.1
17105,49.33
17474,48.73
4447,49.98
4816,51.02
17166,49.69
4493,47.72
17388,48.17
4026,60.23
16687,47.58
17443,48.11
17289,46.33
4458,58.28
4480,47.88
17394,46.18
5029,58.86
16957,48.35
16865,61.18
4334,46.58
17036,47.2
17380,60.08
17210,47.48
4109,48.99
3962,48.6
16544,47.59
4525,47.57
4533,49.14
4212,48.35
4770,48.61
4196,47.48
4308,60.1
16677,49.32
16578,48.15
3974,47.98
16518,48.38
4041,60.08
4388,59.57
